    0.252163422208170451E+00    0.445981812477111816E+03   -0.257805061340332031E+01   -0.758143901824951172E+01   -0.828289699554443359E+01   -0.528056395053863525E+01   -0.179363058539507823E+06   -0.621460743175560815E+01    1
    0.251476789885404561E+00    0.440384900569915771E+03   -0.271615338325500488E+01   -0.177987933158874512E+01   -0.516112488508224487E+01   -0.283303689956665039E+01   -0.170998442508541717E+06   -0.621660743175561681E+01    1
    0.251077581668427974E+00    0.418119001388549805E+03   -0.591977280378341675E+01   -0.216584610939025879E+01   -0.474571347236633301E+01   -0.609033864736557007E+01   -0.149492239465697203E+06   -0.621860743175561392E+01    1
    0.251752510678039276E+00    0.418923544883728027E+03   -0.699406099319458008E+01   -0.154768401384353638E+01   -0.584955513477325439E+01   -0.307906609773635864E+01   -0.148738928781906900E+06   -0.622060743175561814E+01    1
    0.249979617736863502E+00    0.419455027580261230E+03   -0.296637964248657227E+01   -0.168620812892913818E+01   -0.375169056653976440E+01   -0.467233192920684814E+01   -0.145246404013366031E+06   -0.622260743175562414E+01    1
    0.247804446471067030E+00    0.432720172405242920E+03   -0.247893822193145752E+01   -0.256710320711135864E+01   -0.584835028648376465E+01   -0.240825843811035156E+01   -0.140899041354753426E+06   -0.622460743175562925E+01    1
    0.249270340425746223E+00    0.413927733898162842E+03   -0.296071273088455200E+01   -0.186928224563598633E+01   -0.669673889875411987E+01   -0.618910920619964600E+01   -0.140735485347083362E+06   -0.622660743175562548E+01    1
    0.250309383416745967E+00    0.424489700794219971E+03   -0.322264415025711060E+01   -0.704339891672134399E+01   -0.929130136966705322E+01   -0.213583183288574219E+01   -0.139464420384952711E+06   -0.622860743175562526E+01    1
    0.249566963076561010E+00    0.425869297981262207E+03   -0.408721220493316650E+01   -0.205418801307678223E+01   -0.239948225021362305E+01   -0.552498680353164673E+01   -0.137493894205967837E+06   -0.623060743175562948E+01    1
    0.251619306480783067E+00    0.386323428153991699E+03   -0.415517580509185791E+01   -0.393828529119491577E+01   -0.691578471660614014E+01   -0.239541661739349365E+01   -0.132917464900678780E+06   -0.623260743175562393E+01    1
    0.250033976701619587E+00    0.376914334297180176E+03   -0.574528497457504272E+01   -0.219414198398590088E+01   -0.792743456363677979E+01   -0.304694634675979614E+01   -0.126222677517459248E+06   -0.623460743175563081E+01    1
    0.251796022190851065E+00    0.329793214797973633E+03   -0.224358212947845459E+01   -0.636017525196075439E+01   -0.237882655858993530E+01   -0.287837725877761841E+01   -0.122347140713353976E+06   -0.623660743175562082E+01    1
    0.249011917451883391E+00    0.386341416835784912E+03   -0.282035541534423828E+01   -0.708659958839416504E+01   -0.313725066184997559E+01   -0.631422233581542969E+01   -0.119887816448538477E+06   -0.623860743175562416E+01    1
    0.252100163072021766E+00    0.346336805820465088E+03   -0.544635605812072754E+01   -0.154467284679412842E+01   -0.209970247745513916E+01   -0.691650253534317017E+01   -0.116159500673911738E+06   -0.624060743175563726E+01    1
    0.248230013642931180E+00    0.377116167545318604E+03   -0.300813865661621094E+01   -0.153934478759765625E+01   -0.889675003290176392E+01   -0.434571188688278198E+01   -0.111093825875480281E+06   -0.624260743175562549E+01    1
    0.248788694714767833E+00    0.340814614295959473E+03   -0.231901150941848755E+01   -0.600488883256912231E+01   -0.513824135065078735E+01   -0.260641378164291382E+01   -0.109767589887465700E+06   -0.624460743175562794E+01    1
    0.243329313093472610E+00    0.449857687950134277E+03   -0.217265617847442627E+01   -0.755764925479888916E+01   -0.500218576192855835E+01   -0.470726621150970459E+01   -0.109121017421435856E+06   -0.624660743175561439E+01    1
    0.250480253359189942E+00    0.350361871719360352E+03   -0.384622317552566528E+01   -0.421640914678573608E+01   -0.906520938873291016E+01   -0.503282707929611206E+01   -0.108247259936321876E+06   -0.624860743175559463E+01    1
    0.250508363296186420E+00    0.319911932945251465E+03   -0.285314214229583740E+01   -0.707087785005569458E+01   -0.368326795101165771E+01   -0.654095602035522461E+01   -0.107636670030101988E+06   -0.625060743175561750E+01    1
    0.251988429998429520E+00    0.264343428611755371E+03   -0.304891628026962280E+01   -0.390511280298233032E+01   -0.745246416330337524E+01   -0.240597081184387207E+01   -0.104231371893556730E+06   -0.625260743175562173E+01    1
    0.251458730428674948E+00    0.261214649677276611E+03   -0.303707134723663330E+01   -0.270204538106918335E+01   -0.650166988372802734E+01   -0.548146110773086548E+01   -0.103019578800015675E+06   -0.625460743175560463E+01    1
    0.247263184923036727E+00    0.395526611804962158E+03   -0.327408862113952637E+01   -0.674314504861831665E+01   -0.680884182453155518E+01   -0.675539565086364746E+01   -0.101487389710651347E+06   -0.625660743175562306E+01    1
    0.246312189635531503E+00    0.377161717414855957E+03   -0.267045032978057861E+01   -0.763334858417510986E+01   -0.419022154808044434E+01   -0.212364536523818970E+01   -0.997507928566974006E+05   -0.625860743175563883E+01    1
    0.252245302214594902E+00    0.277033579349517822E+03   -0.621402126550674438E+01   -0.326991760730743408E+01   -0.619086301326751709E+01   -0.400625896453857422E+01   -0.996169330813080596E+05   -0.626060743175564038E+01    1
    0.249667919365648333E+00    0.279785001277923584E+03   -0.269264650344848633E+01   -0.259876364469528198E+01   -0.430982071161270142E+01   -0.358702582120895386E+01   -0.996140302848069841E+05   -0.626260743175563128E+01    1
    0.251269793177563705E+00    0.332747089862823486E+03   -0.429739099740982056E+01   -0.561510396003723145E+01   -0.692665088176727295E+01   -0.558111202716827393E+01   -0.975106845294208761E+05   -0.626460743175563195E+01    1
