    0.216656652132986016E+00    0.339513696236931423E+03   -0.474858918544198616E+01   -0.147321139576187665E+01   -0.217185213964431512E+01   -0.439823914101125979E+01    0.342956165199074394E+04
    0.217849848832991966E+00    0.278943300562821719E+03   -0.519043297194116615E+01   -0.152908084487714291E+01   -0.299645340133362037E+01   -0.431529330902853303E+01    0.343041011732154720E+04
    0.217077730760620313E+00    0.291369889050029599E+03   -0.426811671711748453E+01   -0.164683250303907069E+01   -0.287964013109862904E+01   -0.343483135607843071E+01    0.343115272917073753E+04
    0.217895216594354652E+00    0.275796668888418139E+03   -0.647886472974961336E+01   -0.153441771956293582E+01   -0.272965066581076066E+01   -0.557470282390492144E+01    0.343129801881181993E+04
    0.218575535034517709E+00    0.278748768072838288E+03   -0.631089051777940213E+01   -0.182343370198257659E+01   -0.200992282149683188E+01   -0.279051911311660650E+01    0.343143641699861018E+04
    0.217622889788547824E+00    0.323226653443168289E+03   -0.453427247966555136E+01   -0.140663314382465199E+01   -0.198659474336906783E+01   -0.589391850216249225E+01    0.343168678693876336E+04
    0.217666359944140381E+00    0.264822478637238589E+03   -0.490427470818108802E+01   -0.228604852997093211E+01   -0.349588661320233740E+01   -0.348256969554577456E+01    0.343173426536745865E+04
    0.217310157069174670E+00    0.286248185714190811E+03   -0.506790642281768022E+01   -0.155470379156004945E+01   -0.293879691922177688E+01   -0.274932586541803836E+01    0.343187628905153360E+04
    0.218014961078147551E+00    0.278813907774414474E+03   -0.538029843450948952E+01   -0.183504851393111501E+01   -0.237666252246567389E+01   -0.599348752302803156E+01    0.343187818246699135E+04
    0.217108843578444816E+00    0.288886651633661188E+03   -0.443067924999630502E+01   -0.214422399083564486E+01   -0.256144444011910544E+01   -0.518629063700520376E+01    0.343194021700926169E+04
    0.218256763422381983E+00    0.254160085244034320E+03   -0.614088400263536283E+01   -0.237338094692486656E+01   -0.281247786658866161E+01   -0.598311767762977631E+01    0.343215993461739799E+04
    0.218591228956618699E+00    0.259428741233134531E+03   -0.500937628183424088E+01   -0.198586756650957597E+01   -0.233495392801785950E+01   -0.450285215605105105E+01    0.343217650278264364E+04
    0.217488188958688572E+00    0.272344547285603767E+03   -0.441661084680192495E+01   -0.200402515959028271E+01   -0.297784194102287891E+01   -0.385359242966599114E+01    0.343222940505355928E+04
    0.217884372330703874E+00    0.289021402640688279E+03   -0.619254168443445341E+01   -0.230586761570850918E+01   -0.207682732338425247E+01   -0.681395516664304957E+01    0.343231711824736612E+04
    0.217933322255356277E+00    0.271013154139786138E+03   -0.512438840625069858E+01   -0.243331437235103110E+01   -0.274641900554505192E+01   -0.620541422213833105E+01    0.343232454037536763E+04
    0.217461558994546500E+00    0.314189591324147784E+03   -0.483308048151688752E+01   -0.192945764478298276E+01   -0.185743354378007730E+01   -0.508772554109075692E+01    0.343233559537418068E+04
