    0.250440114253623947E+00    0.448870813846588135E+03   -0.367564034461975098E+01   -0.163451594114303589E+01   -0.955044943094253540E+01   -0.550825577974319458E+01   -0.163582120139180770E+06   -0.621460743175560815E+01    1
    0.250065949791968667E+00    0.438234412670135498E+03   -0.663056087493896484E+01   -0.260640150308609009E+01   -0.544708323478698730E+01   -0.435396027565002441E+01   -0.151240679766999325E+06   -0.621660743175561681E+01    1
    0.250645705464615010E+00    0.411277544498443604E+03   -0.308792454004287720E+01   -0.451587527990341187E+01   -0.503535610437393188E+01   -0.216318589448928833E+01   -0.149926190754325624E+06   -0.621860743175561392E+01    1
    0.252471123943091957E+00    0.354659581184387207E+03   -0.391189616918563843E+01   -0.265123522281646729E+01   -0.409311538934707642E+01   -0.286789578199386597E+01   -0.148180469135730615E+06   -0.622060743175561814E+01    1
    0.251372052888310604E+00    0.356579673290252686E+03   -0.220937621593475342E+01   -0.309481805562973022E+01   -0.527796030044555664E+01   -0.698274892568588257E+01   -0.147723939770450903E+06   -0.622260743175562414E+01    1
    0.249487858730116530E+00    0.398839390277862549E+03   -0.334387075901031494E+01   -0.253310459852218628E+01   -0.630865597724914551E+01   -0.256285113096237183E+01   -0.144488399473660014E+06   -0.622460743175562925E+01    1
    0.248994925858682159E+00    0.448285889625549316E+03   -0.614359182119369507E+01   -0.290233409404754639E+01   -0.495524924993515015E+01   -0.376432251930236816E+01   -0.142858570282016444E+06   -0.622660743175562548E+01    1
    0.249231280961615176E+00    0.404880523681640625E+03   -0.413335931301116943E+01   -0.258322256803512573E+01   -0.704888826608657837E+01   -0.390492779016494751E+01   -0.138145065644536196E+06   -0.622860743175562526E+01    1
    0.247648334245546220E+00    0.407916986942291260E+03   -0.201592874526977539E+01   -0.456613886356353760E+01   -0.446810805797576904E+01   -0.628517431020736694E+01   -0.134138710300837265E+06   -0.623060743175562948E+01    1
    0.251717173032382058E+00    0.399944436550140381E+03   -0.493154448270797729E+01   -0.480682778358459473E+01   -0.610919994115829468E+01   -0.233437997102737427E+01   -0.133706573627786856E+06   -0.623260743175562393E+01    1
