    0.251362155520829023E+00    0.438401710987091064E+03   -0.257666003704071045E+01   -0.479544275999069214E+01   -0.314261239767074585E+01   -0.526795130968093872E+01   -0.170428100924311817E+06   -0.621460743175560815E+01    1
    0.250291378923580332E+00    0.437773132324218750E+03   -0.238340836763381958E+01   -0.411053556203842163E+01   -0.990588504076004028E+01   -0.490671259164810181E+01   -0.165248322996433766E+06   -0.621660743175561681E+01    1
    0.251897339669072962E+00    0.388563311100006104E+03   -0.251495850086212158E+01   -0.252267169952392578E+01   -0.369341582059860229E+01   -0.340715688467025757E+01   -0.162362752905340429E+06   -0.621860743175561392E+01    1
    0.250471942083125454E+00    0.447956967353820801E+03   -0.368567389249801636E+01   -0.163552939891815186E+01   -0.396377283334732056E+01   -0.657255661487579346E+01   -0.158267332728227164E+06   -0.622060743175561814E+01    1
    0.248115073052784990E+00    0.423537731170654297E+03   -0.230514746904373169E+01   -0.403232240676879883E+01   -0.535755914449691772E+01   -0.304116320610046387E+01   -0.140352911048801994E+06   -0.622260743175562414E+01    1
    0.251485324941693733E+00    0.342520666122436523E+03   -0.330587339401245117E+01   -0.225876754522323608E+01   -0.779532021284103394E+01   -0.629396301507949829E+01   -0.132762249968269432E+06   -0.622460743175562925E+01    1
    0.251790985172811066E+00    0.312139225006103516E+03   -0.208223354816436768E+01   -0.682246845960617065E+01   -0.717172485589981079E+01   -0.530826133489608765E+01   -0.122345404655705934E+06   -0.622660743175562548E+01    1
    0.247853183448423831E+00    0.399496281147003174E+03   -0.452156376838684082E+01   -0.224622011184692383E+01   -0.969041299819946289E+01   -0.221230340003967285E+01   -0.118748928367260538E+06   -0.622860743175562526E+01    1
    0.249982542583659928E+00    0.342618381977081299E+03   -0.275921446084976196E+01   -0.722932940721511841E+01   -0.622152388095855713E+01   -0.630407971143722534E+01   -0.113543223533249417E+06   -0.623060743175562948E+01    1
    0.249097448609342298E+00    0.405673789978027344E+03   -0.405978959798812866E+01   -0.603242284059524536E+01   -0.660006725788116455E+01   -0.380153310298919678E+01   -0.109422932187226630E+06   -0.623260743175562393E+01    1
