    0.252041446281837445E+00    0.383038008213043213E+03   -0.213370543718338013E+01   -0.255666863918304443E+01   -0.386702609062194824E+01   -0.609029066562652588E+01   -0.158143332646773459E+06   -0.621460743175560815E+01    1
    0.250426279139381536E+00    0.443982434272766113E+03   -0.347116035223007202E+01   -0.337892001867294312E+01   -0.300660669803619385E+01   -0.228341591358184814E+01   -0.154601388917034783E+06   -0.621660743175561681E+01    1
    0.252228404844646148E+00    0.396232676506042480E+03   -0.473354113101959229E+01   -0.273507100343704224E+01   -0.960499966144561768E+01   -0.482441020011901855E+01   -0.146318146144429775E+06   -0.621860743175561392E+01    1
    0.251049801512815196E+00    0.413798570632934570E+03   -0.556939941644668579E+01   -0.239667373895645142E+01   -0.269947659969329834E+01   -0.261620384454727173E+01   -0.145267155180277361E+06   -0.622060743175561814E+01    1
    0.248737252744870463E+00    0.447224426269531250E+03   -0.591802936792373657E+01   -0.219772142171859741E+01   -0.599501937627792358E+01   -0.664811414480209351E+01   -0.139809556016244867E+06   -0.622260743175562414E+01    1
    0.252481618057839419E+00    0.342427146434783936E+03   -0.381168049573898315E+01   -0.242222172021865845E+01   -0.927394908666610718E+01   -0.437849444150924683E+01   -0.135670945228064898E+06   -0.622460743175562925E+01    1
    0.250262260012588278E+00    0.369029855728149414E+03   -0.241841894388198853E+01   -0.432894259691238403E+01   -0.739792841672897339E+01   -0.333324056863784790E+01   -0.132293581845166715E+06   -0.622660743175562548E+01    1
    0.250048628417383678E+00    0.388002407550811768E+03   -0.265618455410003662E+01   -0.597302395105361938E+01   -0.785169810056686401E+01   -0.561565798521041870E+01   -0.131470519521777576E+06   -0.622860743175562526E+01    1
    0.250384110307917962E+00    0.399897241592407227E+03   -0.517491203546524048E+01   -0.131863880157470703E+01   -0.721714323759078979E+01   -0.313487184047698975E+01   -0.121215748913956137E+06   -0.623060743175562948E+01    1
    0.250861991014765084E+00    0.330924093723297119E+03   -0.209592235088348389E+01   -0.752843046188354492E+01   -0.882435238361358643E+01   -0.641801548004150391E+01   -0.120483262651443409E+06   -0.623260743175562393E+01    1
    0.248458512882186844E+00    0.392146015167236328E+03   -0.434591007232666016E+01   -0.197943788766860962E+01   -0.284439527988433838E+01   -0.396678996086120605E+01   -0.119796349482753096E+06   -0.623460743175563081E+01    1
    0.252375938828220403E+00    0.316503775119781494E+03   -0.634584468603134155E+01   -0.164126676321029663E+01   -0.962674164772033691E+01   -0.283338350057601929E+01   -0.119020303823917056E+06   -0.623660743175562082E+01    1
