    0.218163761349216057E+00    0.264099180220401593E+03   -0.563888685806550249E+01   -0.157140509445973020E+01   -0.251645889193605399E+01   -0.554845929937842186E+01    0.368703687630386139E+04
    0.217614872898291151E+00    0.274321066589311499E+03   -0.503857931235246514E+01   -0.182673049667509613E+01   -0.260053993884585299E+01   -0.390153672332796075E+01    0.368848275801552154E+04
    0.218524709809915424E+00    0.252082983427925967E+03   -0.689541356158718699E+01   -0.175829294069136921E+01   -0.247929485318511578E+01   -0.659990912011981123E+01    0.368853590672044720E+04
    0.218795425118449405E+00    0.251680964980945333E+03   -0.609736268441353779E+01   -0.157989963171323211E+01   -0.228833978274255667E+01   -0.433381777705028259E+01    0.368898727364570959E+04
    0.218487442243139929E+00    0.266231609769993270E+03   -0.619643371476732518E+01   -0.183635717653457764E+01   -0.209322552383278726E+01   -0.639301972672646812E+01    0.368902045585310407E+04
    0.218462325992355211E+00    0.260887923536677420E+03   -0.664879298077467773E+01   -0.160622917830147038E+01   -0.243579730125250027E+01   -0.625063949694346732E+01    0.368960267607001606E+04
    0.217875970060966540E+00    0.273542634752323636E+03   -0.481754651322053995E+01   -0.161817992944366562E+01   -0.257509214803853403E+01   -0.617105945961608171E+01    0.368976308961337872E+04
    0.217666897114850683E+00    0.269271147184898439E+03   -0.473712545802409934E+01   -0.170373587880346733E+01   -0.288392738440331797E+01   -0.412278428722222667E+01    0.368987623309000264E+04
    0.218050582372608132E+00    0.280795814455951813E+03   -0.546299384345979711E+01   -0.158904718615680718E+01   -0.224148020121524461E+01   -0.554061602925612995E+01    0.368996218343298005E+04
    0.218305428167155341E+00    0.257295362179614074E+03   -0.651953595182017409E+01   -0.190565632757773962E+01   -0.239704933578872392E+01   -0.517064527936318097E+01    0.369020019332865240E+04
    0.218315424840632877E+00    0.271359906895139432E+03   -0.622059316010906915E+01   -0.162113713172485951E+01   -0.226893130641895890E+01   -0.501591163633821679E+01    0.369030465416853394E+04
    0.218137098315822842E+00    0.265730701406202400E+03   -0.623748210582176110E+01   -0.169528836487339873E+01   -0.258906894138661148E+01   -0.460888210236485563E+01    0.369036995368871885E+04
    0.218104273140761418E+00    0.269218833392942429E+03   -0.491233504467695603E+01   -0.160381770826625747E+01   -0.247878016961092662E+01   -0.589826629124180268E+01    0.369037419370329371E+04
    0.218236464839650396E+00    0.266397921852474155E+03   -0.658701700409236768E+01   -0.176615809282864866E+01   -0.226661471794161073E+01   -0.530613410467664970E+01    0.369046073838564507E+04
    0.218455266128763398E+00    0.255481955253125307E+03   -0.549531053294579941E+01   -0.187932405164667671E+01   -0.244002688082241637E+01   -0.549453077955054603E+01    0.369049194967159701E+04
    0.218179109146685590E+00    0.254364563538869703E+03   -0.606127214473559395E+01   -0.192850202798551251E+01   -0.297014113582947292E+01   -0.473588710160700366E+01    0.369060038656891220E+04
    0.218062930913474035E+00    0.259889460285624864E+03   -0.586025009722485546E+01   -0.162984485978595117E+01   -0.327827199597323116E+01   -0.436467539295956097E+01    0.369060705060713917E+04
    0.217839277087805511E+00    0.268002579637617657E+03   -0.519535575530344573E+01   -0.187467624970609936E+01   -0.265325549364079372E+01   -0.579135753017522603E+01    0.369061029645331655E+04
    0.217786997628512391E+00    0.276640062754103155E+03   -0.503335224785936042E+01   -0.166158172389175629E+01   -0.240822294504680734E+01   -0.532693193460754255E+01    0.369062260914929720E+04
    0.218282990937687438E+00    0.265930147095109930E+03   -0.592933422936055798E+01   -0.179712237088390481E+01   -0.218913859566309377E+01   -0.413126318184971630E+01    0.369082813833697901E+04
    0.218625732445397319E+00    0.261730325392161262E+03   -0.556579174831493617E+01   -0.161090232197326877E+01   -0.218629517193868139E+01   -0.500415407513387134E+01    0.369085833649866390E+04
    0.218237256487313680E+00    0.268016635632680789E+03   -0.530624673796758373E+01   -0.151066940590647558E+01   -0.260156093028859559E+01   -0.600813711715707122E+01    0.369104377972764405E+04
    0.218414372659014477E+00    0.258983416753365645E+03   -0.559460711431162316E+01   -0.159369145790345002E+01   -0.238779670927732290E+01   -0.676055851511561645E+01    0.369114336237996213E+04
    0.218072179920351605E+00    0.265831728778102047E+03   -0.690711117549601283E+01   -0.159523473550598460E+01   -0.267310544949683138E+01   -0.444579862279957450E+01    0.369115579810561849E+04
    0.218605558142588891E+00    0.258771406907578182E+03   -0.609932410929953850E+01   -0.184957505629360597E+01   -0.214641814671361786E+01   -0.693766563951029447E+01    0.369125671739305153E+04
    0.218257009087655246E+00    0.261479253497136142E+03   -0.530252196294598921E+01   -0.159151929818410132E+01   -0.285970651766766881E+01   -0.495356627840371644E+01    0.369126346714938518E+04
    0.218068736346161335E+00    0.252515124989715275E+03   -0.472472769623932898E+01   -0.180296955834868111E+01   -0.307514134096312475E+01   -0.458280332432279991E+01    0.369128751529747387E+04
    0.218327310316409451E+00    0.262803447018748045E+03   -0.571991828637600985E+01   -0.175391202549106140E+01   -0.229282606323862126E+01   -0.361012436412834514E+01    0.369129734064630384E+04
