lambda,sigma_inst,sigma_ale_med,sigma_epi_med,sigma_total_med,ratio_ale_inst,ratio_total_inst
241,4.096870186723865e-05,2.048435e-05,1.1668339e-05,2.3574536e-05,0.4999999991351288,0.575427936814472
242,4.12772644987317e-05,2.0638632e-05,1.0107215e-05,2.2980621e-05,0.4999999969247326,0.5567379833992029
243,4.16167107773679e-05,2.0808355e-05,1.1566111e-05,2.3806777e-05,0.49999998459826683,0.5720484977266902
244,4.195384074753989e-05,2.097692e-05,1.093068e-05,2.3653985e-05,0.5000000029072695,0.5638097725292875
245,4.194802272937374e-05,2.0974012e-05,1.0933708e-05,2.3652803e-05,0.5000000135166783,0.5638597847169908
246,4.109271269772398e-05,2.0546357e-05,1.0003969e-05,2.2852399e-05,0.5000000063298998,0.5561180344387382
247,4.004363089236769e-05,2.0021815e-05,1.0265922e-05,2.2500273e-05,0.49999997973436483,0.561893931396615
248,3.934753541774631e-05,1.9673767e-05,1.0028829e-05,2.2082448e-05,0.4999999917234259,0.5612155234397382
249,3.899863606844858e-05,1.9499317e-05,9.834786e-06,2.1839103e-05,0.499999978723333,0.559996591798667
250,3.903284950911609e-05,1.9516425e-05,9.376387e-06,2.1651962e-05,0.5000000011591672,0.5547112826147977
251,3.93989369227435e-05,1.9699468e-05,9.21225e-06,2.1747059e-05,0.4999999853580138,0.5519706997164128
252,3.9272895914521694e-05,1.9636447e-05,8.31565e-06,2.1324635e-05,0.49999998014806346,0.5429860563009566
253,3.844442254513539e-05,1.922221e-05,9.350599e-06,2.1375854e-05,0.4999999809379377,0.5560196397975017
254,3.739783222270763e-05,1.8698916e-05,9.4969855e-06,2.0972417e-05,0.5000000075088367,0.5607923088452069
255,3.684530656686858e-05,1.8422654e-05,8.556992e-06,2.031296e-05,0.5000000123514078,0.5513038742872574
256,3.65325230034288e-05,1.826626e-05,1.0285588e-05,2.0963053e-05,0.4999999771675564,0.5738189097577773
257,3.58743970222709e-05,1.7937198e-05,9.515854e-06,2.0305037e-05,0.49999999156482333,0.5660035687615633
258,3.517875347333797e-05,1.7589377e-05,1.0300492e-05,2.0383482e-05,0.49999999360641806,0.5794259451017933
259,3.4759853606478284e-05,1.7379927e-05,1.1153923e-05,2.0651194e-05,0.5000000102028884,0.5941105016449004
260,3.4594074148472614e-05,1.7297038e-05,1.1331575e-05,2.06783e-05,0.5000000160583445,0.5977411204760551
261,3.4647903421401153e-05,1.7323951e-05,1.02768245e-05,2.0142801e-05,0.4999999909453153,0.5813569967535341
262,3.476473846182261e-05,1.738237e-05,9.052239e-06,1.959821e-05,0.500000023867509,0.5637381746129897
263,3.4817135847966166e-05,1.7408567e-05,1.0007883e-05,2.0080237e-05,0.499999977656571,0.5767343133570907
264,3.450157124314853e-05,1.7250786e-05,1.0199956e-05,2.0040676e-05,0.5000000163650995,0.5808626973700324
265,3.403465806597697e-05,1.701733e-05,1.00264115e-05,1.9751416e-05,0.5000000228355089,0.5803324471361032
266,3.3707619002020446e-05,1.685381e-05,1.0256454e-05,1.9729312e-05,0.5000000129868514,0.585307198424619
267,3.363112347222886e-05,1.6815562e-05,9.042149e-06,1.90925e-05,0.5000000092908962,0.5677033132754555
268,3.378981965216175e-05,1.689491e-05,9.146286e-06,1.921178e-05,0.5000000052755034,0.5685671202825934
269,3.4058009243986224e-05,1.7029004e-05,8.7810695e-06,1.9159703e-05,0.4999999842088852,0.5625608546470573
270,3.425252782146812e-05,1.7126264e-05,7.800145e-06,1.8818904e-05,0.49999999176304033,0.5494165075136028
271,3.406832677407393e-05,1.7034163e-05,7.5242797e-06,1.8621962e-05,0.49999998095270903,0.5466063053214862
272,3.329486808819521e-05,1.6647435e-05,6.8347754e-06,1.7995866e-05,0.5000000190089282,0.5404996958117284
273,3.217799456028372e-05,1.6088998e-05,6.87218e-06,1.7495218e-05,0.5000000116231392,0.5437013270509837
274,3.123015786385877e-05,1.5615078e-05,6.9435946e-06,1.70893e-05,0.49999997512090544,0.5472050451818106
275,3.0604456710755356e-05,1.5302228e-05,7.0496544e-06,1.6848022e-05,0.4999999997735101,0.5505087730756241
276,3.017057080258488e-05,1.5085286e-05,7.481667e-06,1.6838681e-05,0.5000000088312894,0.5581161030753222
277,2.9491321136044978e-05,1.474566e-05,7.074441e-06,1.6354883e-05,0.4999999921736141,0.554565965281798
278,2.8877614361986084e-05,1.4438807e-05,7.384325e-06,1.6217502e-05,0.49999998782041083,0.5615942430792507
279,2.8547662182572318e-05,1.4273831e-05,7.502258e-06,1.6125327e-05,0.49999999178744337,0.5648562886653088
280,2.8286870806321267e-05,1.4143436e-05,7.917496e-06,1.6208749e-05,0.5000000102092715,0.5730131520564671
281,2.7863878872488804e-05,1.3931939e-05,7.890161e-06,1.6011045e-05,0.49999998669496787,0.5746165110942468
282,2.7418994102913964e-05,1.3709497e-05,7.594223e-06,1.5672347e-05,0.4999999861004163,0.5715872419866412
283,2.729032838395424e-05,1.36451645e-05,7.5083185e-06,1.557451e-05,0.5000000102648839,0.5706970255235667
284,2.716623180533308e-05,1.3583116e-05,7.909941e-06,1.5718404e-05,0.5000000041376212,0.5786008211100013
285,2.6622894220103167e-05,1.3311447e-05,7.494651e-06,1.527627e-05,0.5000000040985347,0.5738019850273393
286,2.6143445997379822e-05,1.3071723e-05,7.663468e-06,1.5152514e-05,0.49999998496690984,0.5795912940712469
287,2.5890523157909244e-05,1.2945262e-05,8.079653e-06,1.525977e-05,0.5000000129742643,0.589395950198358
288,2.5817103673290957e-05,1.2908552e-05,7.1425975e-06,1.4752877e-05,0.5000000055611186,0.5714381196421023
289,2.5837358766684465e-05,1.2918679e-05,7.129669e-06,1.4755489e-05,0.4999999930480302,0.5710912396154169
290,2.5733485793375066e-05,1.28667425e-05,7.0581964e-06,1.467553e-05,0.4999999849258439,0.5702892421216853
291,2.5478290346245716e-05,1.2739145e-05,7.277511e-06,1.4671332e-05,0.49999999122660366,0.5758365919898346
292,2.5243124046353283e-05,1.2621562e-05,7.5187113e-06,1.4691319e-05,0.4999999926075341,0.581992898790915
293,2.506567606056706e-05,1.2532838e-05,7.670937e-06,1.46940565e-05,0.49999999479934726,0.5862222300257284
294,2.4939247791190388e-05,1.24696235e-05,7.535515e-06,1.4569678e-05,0.4999999829619453,0.5842067804883478
295,2.4820003170257344e-05,1.2410002e-05,7.5314174e-06,1.4516556e-05,0.49999999840352677,0.5848732489586064
296,2.473397076879628e-05,1.2366985e-05,7.5157777e-06,1.44716705e-05,0.4999999915175895,0.5850928929327636
297,2.46629677016953e-05,1.2331484e-05,8.282242e-06,1.4854663e-05,0.500000004361105,0.6023063994929704
298,2.4441388374538836e-05,1.2220694e-05,8.548393e-06,1.4913765e-05,0.4999999866635872,0.6101848529587149
299,2.4150374583283514e-05,1.2075187e-05,9.268275e-06,1.5222059e-05,0.5000000062238941,0.6303032305554944
300,2.403216910266651e-05,1.2016085e-05,9.376268e-06,1.5241414e-05,0.5000000119389083,0.6342088394353969
301,2.4050516244441996e-05,1.2025258e-05,8.64516e-06,1.4810321e-05,0.4999999949935462,0.6158005388535973
302,2.39976541770266e-05,1.1998827e-05,9.751675e-06,1.5461792e-05,0.5000000036575107,0.6443043059065492
303,2.3892447219341066e-05,1.1946224e-05,9.025589e-06,1.4972426e-05,0.5000000088753278,0.6266593548684086
304,2.3932626147402997e-05,1.1966313e-05,8.943575e-06,1.4939216e-05,0.4999999860857349,0.624219681498695
305,2.367307890497186e-05,1.183654e-05,8.497496e-06,1.4570899e-05,0.5000000091960489,0.6155050287192154
306,2.3134850893603585e-05,1.1567426e-05,7.980761e-06,1.4053395e-05,0.5000000085626888,0.6074556033064512
307,2.2778815829284836e-05,1.13894075e-05,7.3556675e-06,1.3558188e-05,0.4999999826063734,0.595210382155098
308,2.2567165417642823e-05,1.1283582e-05,8.612548e-06,1.41949e-05,0.4999999842290915,0.6290067935623872
309,2.2222602972236145e-05,1.1111301e-05,8.662575e-06,1.4089046e-05,0.4999999924813174,0.6339962113077273
310,2.177668675260386e-05,1.0888343e-05,9.210062e-06,1.4261179e-05,0.49999999375778864,0.654882858813923
311,2.1426358985709494e-05,1.0713179e-05,9.2211085e-06,1.4135099e-05,0.49999998205129226,0.6597060785241237
312,2.1109542887913373e-05,1.05547715e-05,8.718514e-06,1.3689985e-05,0.5000000029664362,0.6485211618838832
313,2.0717245939876708e-05,1.0358623e-05,8.194096e-06,1.3207735e-05,0.499999982299601,0.6375236770451627
314,2.0355127431731485e-05,1.0177564e-05,8.110574e-06,1.3014e-05,0.5000000157266982,0.6393474936024357
315,2.011189161544213e-05,1.00559455e-05,8.414747e-06,1.3112209e-05,0.49999998444939137,0.651962978572083
316,1.9852756076697167e-05,9.926378e-06,8.740446e-06,1.3226048e-05,0.49999999657030253,0.6662071676122884
317,1.9650517445608798e-05,9.8252585e-06,7.75754e-06,1.2518591e-05,0.4999999902049765,0.6370616295511264
318,1.9641563202079016e-05,9.820782e-06,7.778228e-06,1.2527913e-05,0.5000000201799358,0.6378266768904371
319,1.9699894860685185e-05,9.849948e-06,7.4520462e-06,1.2351294e-05,0.5000000123431549,0.6269725676127373
320,1.9675475907987112e-05,9.837738e-06,7.4506943e-06,1.2340743e-05,0.49999998745324326,0.6272144405645537
321,1.9333151223995128e-05,9.666575e-06,8.257904e-06,1.2713601e-05,0.49999998653775724,0.6576062398776656
322,1.8952490227163928e-05,9.476245e-06,8.871943e-06,1.2981163e-05,0.5000000148744572,0.6849318033214158
323,1.8771766293985487e-05,9.3858835e-06,1.0016713e-05,1.3726956e-05,0.5000000166152333,0.7312554410254116
324,1.8749116830276183e-05,9.374558e-06,1.275175e-05,1.582686e-05,0.5000000008387303,0.8441389317959802
325,1.8751649483221416e-05,9.375824e-06,1.4163741e-05,1.6985807e-05,0.4999999843148574,0.9058300038629836
326,1.8752831286388778e-05,9.376416e-06,1.3256757e-05,1.6237573e-05,0.49999999871220385,0.8658731292707992
327,1.8754905966844168e-05,9.377453e-06,1.2529406e-05,1.5650006e-05,0.5000000196789685,0.834448672637712
328,1.872924671568522e-05,9.364623e-06,1.0035763e-05,1.37263505e-05,0.4999999868066646,0.7328832133524888
329,1.8692593397029013e-05,9.346297e-06,9.326532e-06,1.3203691e-05,0.5000000050279886,0.7063595144852222
330,1.87397556245861e-05,9.369878e-06,1.1334238e-05,1.4705766e-05,0.5000000191483378,0.7847362877197746
331,1.871064325532872e-05,9.355322e-06,1.41685905e-05,1.6978545e-05,0.500000004316366,0.9074271304536464
332,1.8518778673187254e-05,9.259389e-06,1.3678482e-05,1.6517783e-05,0.499999988130125,0.8919477283454116
333,1.8294424546758352e-05,9.147212e-06,1.2612927e-05,1.5580674e-05,0.49999998725743955,0.8516624149368752
334,1.8092798885287806e-05,9.046399e-06,9.912619e-06,1.34200345e-05,0.49999998106425875,0.741733471155076
335,1.7916312221122067e-05,8.958156e-06,9.089183e-06,1.2761733e-05,0.5000000097976354,0.7122968723976449
336,1.7813695432870135e-05,8.906848e-06,8.580342e-06,1.2367466e-05,0.5000000188370597,0.6942673037101008
337,1.7786902951540512e-05,8.893451e-06,8.315775e-06,1.2175615e-05,0.4999999842167767,0.6845269684996553
338,1.7802559703119965e-05,8.90128e-06,7.328411e-06,1.1529892e-05,0.5000000153836571,0.6476535902884908
339,1.788580569183188e-05,8.942903e-06,8.198496e-06,1.2132224e-05,0.5000000170268625,0.6783157484054116
340,1.807827746232383e-05,9.039139e-06,9.215403e-06,1.2908511e-05,0.4999999929571375,0.7140343475675685
341,1.8377370465397864e-05,9.188685e-06,9.782752e-06,1.3421407e-05,0.4999999872649506,0.7303224894372624
342,1.873137631209695e-05,9.365688e-06,9.09649e-06,1.3056119e-05,0.49999999855796384,0.6970186865627015
343,1.9007933086099556e-05,9.503967e-06,8.827965e-06,1.29714435e-05,0.5000000132023944,0.682422622180369
344,1.916949121792621e-05,9.584745e-06,9.402095e-06,1.3426345e-05,0.4999999883129015,0.7004017186319773
345,1.932993794131314e-05,9.664969e-06,9.53105e-06,1.3573966e-05,0.5000000110414264,0.7022249957597878
346,1.9620427367534677e-05,9.810214e-06,9.358235e-06,1.3557908e-05,0.4999999992458397,0.6910097979239196
347,2.0039966650288398e-05,1.0019983e-05,7.056553e-06,1.2255407e-05,0.4999999920070679,0.6115482505264135
348,2.0538157835779788e-05,1.0269079e-05,7.084281e-06,1.2475617e-05,0.5000000143136786,0.6074360290984655
349,2.113046037595374e-05,1.056523e-05,7.4158797e-06,1.2908112e-05,0.4999999809836427,0.6108769783109459
350,2.179846553349823e-05,1.0899233e-05,8.320198e-06,1.37120005e-05,0.49999999328771383,0.629035125806759
351,2.242644452570683e-05,1.1213222e-05,1.0345755e-05,1.5256835e-05,0.49999998934047424,0.680305544683973
352,2.2960466608821223e-05,1.1480233e-05,1.1149952e-05,1.6003662e-05,0.49999999969179376,0.697009423106617
353,2.355091678011235e-05,1.1775458e-05,1.01771475e-05,1.5563925e-05,0.4999999836930966,0.6608627884961076
354,2.420960575871152e-05,1.2104803e-05,9.621381e-06,1.5462769e-05,0.5000000181155037,0.6387038628111549
355,2.4780675739659564e-05,1.2390338e-05,8.824115e-06,1.5211361e-05,0.500000016150572,0.6138396261909571
356,2.539351430187058e-05,1.2696757e-05,8.616752e-06,1.5344576e-05,0.4999999956124859,0.6042714709881527
357,2.619482642303718e-05,1.3097413e-05,9.01177e-06,1.5898246e-05,0.49999999583870197,0.6069231166345019
358,2.7179788501101867e-05,1.35898945e-05,9.095578e-06,1.635282e-05,0.5000000084081412,0.6016536971433649
359,2.804132781924696e-05,1.4020664e-05,9.24955e-06,1.6796821e-05,0.5000000000723174,0.5990023407245357
360,2.8651638280683502e-05,1.4325819e-05,7.898439e-06,1.6358925e-05,0.5000000088175711,0.5709594895566545
361,2.929877336995353e-05,1.4649387e-05,9.207692e-06,1.7302778e-05,0.5000000000025187,0.5905632342295191
362,3.0061664083649642e-05,1.5030832e-05,9.14004e-06,1.7591654e-05,0.5000000119463816,0.58518563169136
363,3.0853724416041447e-05,1.5426862e-05,8.3890645e-06,1.7560309e-05,0.4999999888628522,0.5691471416641077
364,3.1641314615176594e-05,1.5820657e-05,7.998385e-06,1.7727587e-05,0.4999999807774416,0.5602670805627026
365,3.268135343658728e-05,1.6340677e-05,7.3403903e-06,1.7913655e-05,0.4999999984000339,0.5481307579086936
366,3.35697217837315e-05,1.6784861e-05,6.9463294e-06,1.8165436e-05,0.5000000075532025,0.5411256018434383
367,3.3749081952339566e-05,1.6874541e-05,7.3833558e-06,1.8419123e-05,0.4999999995504616,0.5457666405890652
368,3.3336076971951207e-05,1.6668038e-05,4.783222e-06,1.7340783e-05,0.49999999652015814,0.5201806595453984
369,3.3212272720061994e-05,1.6606136e-05,5.472624e-06,1.7484661e-05,0.49999999944443013,0.5264518052450455
370,3.3786047160158196e-05,1.6893024e-05,5.728428e-06,1.7837858e-05,0.5000000039142964,0.5279652175844888
371,3.491169855436119e-05,1.745585e-05,6.422931e-06,1.860002e-05,0.5000000194612145,0.5327732687747764
372,3.620894268653245e-05,1.810447e-05,7.891353e-06,1.9749565e-05,0.4999999809942813,0.5454333434320845
373,3.731846571212736e-05,1.8659233e-05,7.171906e-06,1.9990079e-05,0.5000000124141383,0.5356618592187835
374,3.836534931901217e-05,1.9182675e-05,5.864975e-06,2.0059237e-05,0.5000000037936723,0.5228477534996119
375,3.9157455407785956e-05,1.9578727e-05,6.013204e-06,2.0481337e-05,0.49999998217380376,0.523050760562765
376,3.969440840879982e-05,1.9847204e-05,4.71125e-06,2.0398711e-05,0.5000000045462257,0.513893817184492
377,4.083934982634153e-05,2.0419675e-05,4.2213214e-06,2.0851443e-05,0.49999999994572475,0.510572353805114
378,4.3057202866524555e-05,2.1528602e-05,4.043811e-06,2.1905093e-05,0.5000000083303185,0.5087439759757371
379,4.522917275921114e-05,2.2614586e-05,5.405042e-06,2.3251538e-05,0.4999999862915532,0.5140827528469315
380,4.787155990595799e-05,2.393578e-05,5.779124e-06,2.4623561e-05,0.4999999928149394,0.514367223018105
381,5.2003556997867266e-05,2.6001779e-05,5.7346588e-06,2.6626658e-05,0.5000000034552573,0.5120160901397727
382,5.646819840226883e-05,2.8234099e-05,4.58464e-06,2.8603903e-05,0.49999999401765705,0.5065488869199108
383,5.965719455871281e-05,2.9828598e-05,4.9571627e-06,3.0237703e-05,0.5000000068771777,0.506857608408709
384,6.310258154444732e-05,3.155129e-05,4.630987e-06,3.188934e-05,0.5000000133261967,0.5053571359420832
