wl_um,half_bin_um,clean_binned,model_binned,err_obs,residual,chi2_contrib
3.251458,0.006227082,0.002495077092989741,0.0024859542828468612,4.705556e-05,-9.122810142879727e-06,0.03758680241649849
3.263889,0.006204142,0.002493306745819114,0.002484008471616708,4.697098e-05,-9.298274202406039e-06,0.03918731028569982
3.276274,0.006181374,0.0024866646614124448,0.0024807215838745372,4.710782e-05,-5.9430775379075255e-06,0.015916104392546395
3.288614,0.006158279,0.002479298560261532,0.0024802316296923636,4.734294e-05,9.330694308315804e-07,0.00038843421219629526
3.300907,0.006135419,0.0024884343767594924,0.0024835094903997153,4.74917e-05,-4.924886359777142e-06,0.010753677203489454
3.313156,0.006113274,0.0025275602492332645,0.0024895255227973677,4.774332e-05,-3.803472643589684e-05,0.6346515748403769
3.32536,0.006091349,0.002537210143284483,0.0024915873221937157,4.805418e-05,-4.562282109076736e-05,0.9013675751732341
3.337521,0.006069335,0.0025120605336405102,0.0024875795553985676,4.829696e-05,-2.4480978241942647e-05,0.2569318505986061
3.349638,0.006047345,0.0024970098334379893,0.002483724839613623,4.836144e-05,-1.3284993824366244e-05,0.07546129710799915
3.361711,0.006025803,0.002494329377642619,0.0024848122738933666,4.84188e-05,-9.517103749252364e-06,0.03863505758472085
3.373741,0.006004661,0.0024968004898693213,0.0024875482926975637,4.88451e-05,-9.252197171757612e-06,0.03587961320854217
3.385729,0.005983688,0.002490519013607861,0.0024881612119684493,4.951634e-05,-2.357801639411676e-06,0.0022673442193211425
3.397676,0.005962839,0.0024896729772156366,0.0024878641280132604,4.996755e-05,-1.8088492023762316e-06,0.001310474618856908
3.409581,0.005941911,0.0024936592080966433,0.0024876395790400527,4.980005e-05,-6.0196290565905745e-06,0.014610998700077206
3.421443,0.005921158,0.0024934341401942053,0.0024886327181841694,4.957592e-05,-4.8014220100358815e-06,0.009379899674649276
3.433265,0.005900876,0.002494486711609084,0.0024898459079986815,4.967726e-05,-4.64080361040238e-06,0.008727123320616849
3.445047,0.005880799,0.0024980407916518083,0.002489658516792527,5.005173e-05,-8.382274859281523e-06,0.028046947960523864
3.456789,0.005860871,0.002497172009667178,0.0024880560105883546,5.043045e-05,-9.115999078823222e-06,0.03267554638023585
3.46849,0.005841115,0.0024991643432470856,0.0024878459559244132,5.056338e-05,-1.1318387322672378e-05,0.05010682774656634
3.480153,0.005821571,0.0024992952491561583,0.0024877699604554542,5.070677e-05,-1.1525288700704045e-05,0.05166206147392822
3.491777,0.005802011,0.0025000708845348755,0.0024863238346917687,5.105664e-05,-1.374704984310679e-05,0.07249608482659733
3.503361,0.005782557,0.0024849630054820625,0.0024835073449299165,5.152419e-05,-1.455660552146e-06,0.0007981745567864396
3.514907,0.005763496,0.002486623694818818,0.002481092859290251,5.192517e-05,-5.530835528566591e-06,0.011345552082540943
3.526415,0.005744621,0.0024898504599642447,0.0024812846381564477,5.196082e-05,-8.565821807797035e-06,0.027176034118155806
3.537885,0.005725853,0.002486324680223257,0.0024825326220678403,5.196209e-05,-3.792058155416538e-06,0.005325700710348577
3.549318,0.005707304,0.002478231783562103,0.0024813776935564027,5.220535e-05,3.1459099942999363e-06,0.0036313036214876797
3.560715,0.005688882,0.0024784185802646016,0.0024776318140768672,5.253883e-05,-7.867661877343675e-07,0.00022424903368658714
3.572074,0.005670568,0.0024804142161215,0.0024750492709398764,5.2959e-05,-5.364945181623396e-06,0.010262449325530628
3.583397,0.005652472,0.0024871851190817313,0.00247764443403431,5.323486e-05,-9.54068504742129e-06,0.03211936022899446
3.594684,0.00563452,0.002489291310458016,0.0024805761543506516,5.31796e-05,-8.7151561073643e-06,0.026857167552028136
3.605935,0.005616662,0.002487926566899006,0.002479247834950279,5.316537e-05,-8.678731948727134e-06,0.02664740168688239
3.61715,0.005598996,0.002479943027128219,0.002476079404295588,5.347806e-05,-3.863622832631173e-06,0.005219611262225534
3.628331,0.005581504,0.0024763682881389646,0.0024732688848662777,5.389476e-05,-3.0994032726868424e-06,0.0033072200329504705
3.639477,0.005564132,0.002470313852484684,0.0024710991567239043,5.418302e-05,7.853042392202969e-07,0.00021006295399268385
3.650587,0.005546909,0.0024705769340172103,0.0024709933526517068,5.441844e-05,4.16418634496471e-07,5.855555960254004e-05
3.661664,0.005529856,0.0024716071849797843,0.0024700916843747533,5.453486e-05,-1.515500605031063e-06,0.0007722605020665925
3.672707,0.005512864,0.002470212921723173,0.002469033926527906,5.450823e-05,-1.1789951952670234e-06,0.00046784275770447804
3.683716,0.005496065,0.0024712998664632884,0.002468686144810017,5.475346e-05,-2.613721653271263e-06,0.0022787439814070986
3.694691,0.005479441,0.0024700568282675626,0.002468036723206804,5.522799e-05,-2.020105060758417e-06,0.0013379178198579032
