6.988053e-01 3.314901e-03 3.071263e-03 2.791204e-05
7.054351e-01 3.355033e-03 3.116867e-03 2.585970e-05
7.122254e-01 3.436179e-03 3.134379e-03 2.502180e-05
7.191798e-01 3.522956e-03 3.158824e-03 2.403797e-05
7.263173e-01 3.616101e-03 3.092071e-03 2.205159e-05
7.336442e-01 3.707605e-03 2.948165e-03 1.997090e-05
7.411477e-01 3.802782e-03 2.975070e-03 1.859907e-05
7.488554e-01 3.904048e-03 2.987403e-03 1.778737e-05
7.567639e-01 4.004996e-03 2.931895e-03 1.752237e-05
7.648754e-01 4.111680e-03 2.995202e-03 1.778414e-05
7.732106e-01 4.221667e-03 3.006866e-03 1.785053e-05
7.817620e-01 4.333283e-03 2.978234e-03 1.714086e-05
7.905437e-01 4.451569e-03 2.950162e-03 1.628116e-05
7.995683e-01 4.570835e-03 2.898453e-03 1.566703e-05
8.088271e-01 4.693377e-03 2.872374e-03 1.524582e-05
8.183418e-01 4.823576e-03 2.823871e-03 1.493093e-05
8.281214e-01 4.955354e-03 2.840905e-03 1.483785e-05
8.381632e-01 5.088903e-03 2.934442e-03 1.501065e-05
8.484770e-01 5.227099e-03 3.054398e-03 1.501686e-05
8.590716e-01 5.369522e-03 3.006871e-03 1.474226e-05
8.699551e-01 5.515737e-03 2.958939e-03 1.430262e-05
8.811346e-01 5.665333e-03 2.917605e-03 1.381381e-05
8.926164e-01 5.817862e-03 2.948898e-03 1.339549e-05
9.044060e-01 5.972854e-03 2.893544e-03 1.300007e-05
9.165078e-01 6.129880e-03 2.788530e-03 1.264335e-05
9.289255e-01 6.293065e-03 2.848177e-03 1.237858e-05
9.416801e-01 6.458096e-03 2.820322e-03 1.209708e-05
9.547579e-01 6.621378e-03 2.823105e-03 1.177785e-05
9.681656e-01 6.789474e-03 2.825723e-03 1.146924e-05
9.819158e-01 6.958149e-03 2.809891e-03 1.115880e-05
9.959982e-01 7.126599e-03 2.843082e-03 1.087131e-05
1.010422e+00 7.297248e-03 2.830153e-03 1.058357e-05
1.025187e+00 7.466014e-03 2.835332e-03 1.028198e-05
1.040286e+00 7.633161e-03 2.791864e-03 9.989488e-06
1.055720e+00 7.800891e-03 2.765825e-03 9.728877e-06
1.071490e+00 7.966972e-03 2.747575e-03 9.506612e-06
1.087588e+00 8.129174e-03 2.723333e-03 9.263890e-06
1.104007e+00 8.287952e-03 2.768749e-03 9.027414e-06
1.120740e+00 8.442904e-03 2.789952e-03 8.855177e-06
1.137778e+00 8.594074e-03 2.805968e-03 8.707982e-06
1.155116e+00 8.740543e-03 2.795386e-03 8.522501e-06
1.172740e+00 8.880560e-03 2.815011e-03 8.368083e-06
1.190638e+00 9.013873e-03 2.796287e-03 8.269597e-06
1.208796e+00 9.141442e-03 2.738200e-03 8.161510e-06
1.227204e+00 9.262523e-03 2.717898e-03 8.066316e-06
1.245846e+00 9.375197e-03 2.720661e-03 8.003534e-06
1.264705e+00 9.481103e-03 2.687578e-03 7.977364e-06
1.283770e+00 9.578937e-03 2.696425e-03 7.974691e-06
1.303020e+00 9.668802e-03 2.702920e-03 7.989191e-06
1.322446e+00 9.750840e-03 2.746982e-03 8.029927e-06
1.342024e+00 9.824426e-03 2.823373e-03 8.077427e-06
1.361743e+00 9.890437e-03 2.846191e-03 8.111999e-06
1.381585e+00 9.948051e-03 2.856743e-03 8.157486e-06
1.401535e+00 9.998392e-03 2.868396e-03 8.233190e-06
1.421579e+00 1.004111e-02 2.854068e-03 8.287050e-06
1.441700e+00 1.007627e-02 2.859840e-03 8.301968e-06
1.461884e+00 1.010465e-02 2.813972e-03 8.316596e-06
1.482118e+00 1.012621e-02 2.807167e-03 8.369416e-06
1.502389e+00 1.014123e-02 2.793317e-03 8.427851e-06
1.522683e+00 1.015027e-02 2.788073e-03 8.451210e-06
1.542990e+00 1.015353e-02 2.768475e-03 8.455356e-06
